station,valid,date,precip_in,cloud_base_ft,beam_ft,best_radar,cat,temp_f_sfc,dwpf_sfc,vsby,temp_at_beam_c,temp_at_base_c,freezing_ft,pw_mm,lapse_3k,cloud_phase,beam_vs_freeze
THV,2026-02-16 03:53,2026-02-16,0.01,500.0,5874,KLWX,beam_in_cloud,35.0,33.0,3.0,-1.45,3.87,4214,21.8,3.23,mixed,above_freeze
LNS,2026-02-16 03:53,2026-02-16,0.01,2600.0,9420,KDIX,beam_in_cloud,33.0,32.0,2.5,-4.48,3.06,4214,21.8,3.23,mixed,above_freeze
MUI,2026-02-16 03:55,2026-02-16,0.03,400.0,9189,KCCX,beam_in_cloud,33.6,33.0,2.0,-4.29,4.04,4214,21.8,3.23,mixed,above_freeze
HZL,2026-02-16 03:55,2026-02-16,0.02,600.0,7429,KBGM,beam_in_cloud,32.0,28.4,1.0,-2.79,3.7,4214,21.8,3.23,mixed,above_freeze
CXY,2026-02-16 03:56,2026-02-16,0.02,700.0,8413,KLWX,beam_in_cloud,34.0,32.0,2.5,-3.65,3.71,4214,21.8,3.23,mixed,above_freeze
MDT,2026-02-16 03:56,2026-02-16,0.05,800.0,8493,KLWX,beam_in_cloud,33.0,32.0,1.5,-3.72,3.86,4214,21.8,3.23,mixed,above_freeze
SEG,2026-02-16 04:03,2026-02-16,0.01,1200.0,6608,KCCX,beam_in_cloud,34.0,32.0,2.5,-2.12,4.37,4214,21.8,3.23,mixed,above_freeze
SEG,2026-02-16 04:10,2026-02-16,0.01,1500.0,6608,KCCX,beam_in_cloud,34.0,32.0,2.5,-2.12,4.15,4214,21.8,3.23,mixed,above_freeze
N79,2026-02-16 04:15,2026-02-16,0.01,,5431,KDIX,no_ceiling,32.5,32.5,1.75,-1.06,,4214,21.8,3.23,mixed,above_freeze
N79,2026-02-16 04:35,2026-02-16,0.02,,5431,KDIX,no_ceiling,32.4,32.4,2.0,-1.06,,4214,21.8,3.23,mixed,above_freeze
SEG,2026-02-16 04:53,2026-02-16,0.01,1500.0,6608,KCCX,beam_in_cloud,33.0,32.0,2.0,-2.12,4.15,4214,21.8,3.23,mixed,above_freeze
LNS,2026-02-16 04:53,2026-02-16,0.01,700.0,9420,KDIX,beam_in_cloud,33.0,32.0,2.5,-4.48,3.71,4214,21.8,3.23,mixed,above_freeze
MUI,2026-02-16 04:55,2026-02-16,0.01,700.0,9189,KCCX,beam_in_cloud,33.6,33.0,2.5,-4.29,3.71,4214,21.8,3.23,mixed,above_freeze
HZL,2026-02-16 04:55,2026-02-16,0.01,1800.0,7429,KBGM,beam_in_cloud,32.0,28.4,1.5,-2.79,3.91,4214,21.8,3.23,mixed,above_freeze
N79,2026-02-16 04:55,2026-02-16,0.01,,5431,KDIX,no_ceiling,32.0,32.0,3.0,-1.06,,4214,21.8,3.23,mixed,above_freeze
CXY,2026-02-16 04:56,2026-02-16,0.01,700.0,8413,KLWX,beam_in_cloud,33.0,31.0,4.0,-3.65,3.71,4214,21.8,3.23,mixed,above_freeze
N79,2026-02-16 05:15,2026-02-16,0.01,,5431,KDIX,no_ceiling,32.0,32.0,1.75,-1.06,,4214,21.8,3.23,mixed,above_freeze
N79,2026-02-16 05:35,2026-02-16,0.02,,5431,KDIX,no_ceiling,32.0,32.0,1.5,-1.06,,4214,21.8,3.23,mixed,above_freeze
SEG,2026-02-16 05:39,2026-02-16,0.01,1300.0,6608,KCCX,beam_in_cloud,33.0,32.0,2.0,-2.12,4.29,4214,21.8,3.23,mixed,above_freeze
SEG,2026-02-16 05:53,2026-02-16,0.01,1300.0,6608,KCCX,beam_in_cloud,33.0,32.0,2.5,-2.12,4.29,4214,21.8,3.23,mixed,above_freeze
HZL,2026-02-18 13:55,2026-02-18,0.01,400.0,7429,KBGM,beam_in_cloud,37.4,35.6,1.25,4.81,4.14,10274,16.9,0.75,warm,below_freeze
HZL,2026-02-18 19:55,2026-02-18,0.01,3000.0,7429,KBGM,beam_in_cloud,41.0,37.4,1.75,4.81,11.17,10274,16.9,0.75,warm,below_freeze
N79,2026-02-18 20:15,2026-02-18,0.01,,5431,KDIX,no_ceiling,40.3,40.3,1.75,6.27,,10274,16.9,0.75,warm,below_freeze
N79,2026-02-18 20:35,2026-02-18,0.01,,5431,KDIX,no_ceiling,40.0,40.0,1.75,6.27,,10274,16.9,0.75,warm,below_freeze
HZL,2026-02-18 20:55,2026-02-18,0.01,400.0,7429,KBGM,beam_in_cloud,41.0,37.4,0.75,4.81,4.14,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-18 21:06,2026-02-18,0.01,3300.0,6608,KCCX,beam_in_cloud,39.0,38.0,1.5,5.74,10.4,10274,16.9,0.75,warm,below_freeze
HZL,2026-02-18 21:15,2026-02-18,0.01,400.0,7429,KBGM,beam_in_cloud,41.0,37.4,0.5,4.81,4.14,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-18 21:21,2026-02-18,0.04,,6608,KCCX,no_ceiling,39.0,38.0,1.0,5.74,,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-18 21:29,2026-02-18,0.04,,6608,KCCX,no_ceiling,40.0,39.0,1.5,5.74,,10274,16.9,0.75,warm,below_freeze
HZL,2026-02-18 21:35,2026-02-18,0.02,400.0,7429,KBGM,beam_in_cloud,41.0,37.4,0.5,4.81,4.14,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-18 21:42,2026-02-18,0.04,,6608,KCCX,no_ceiling,39.0,39.0,1.5,5.74,,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-18 21:53,2026-02-18,0.04,,6608,KCCX,no_ceiling,39.0,39.0,1.0,5.74,,10274,16.9,0.75,warm,below_freeze
HZL,2026-02-18 21:55,2026-02-18,0.02,600.0,7429,KBGM,beam_in_cloud,41.0,37.4,0.5,4.81,5.17,10274,16.9,0.75,warm,below_freeze
SEG,2026-02-19 00:53,2026-02-19,0.01,1900.0,6608,KCCX,beam_in_cloud,38.0,37.0,0.5,3.91,13.51,9939,23.9,4.33,warm,below_freeze
ZER,2026-02-19 01:35,2026-02-19,0.01,800.0,8582,KCCX,beam_in_cloud,35.6,35.6,0.25,1.1,12.41,9939,23.9,4.33,warm,bright_band
N79,2026-02-19 01:35,2026-02-19,0.01,,5431,KDIX,no_ceiling,38.0,38.0,0.5,5.79,,9939,23.9,4.33,warm,below_freeze
ZER,2026-02-19 01:55,2026-02-19,0.01,100.0,8582,KCCX,beam_in_cloud,35.6,35.6,0.25,1.1,13.28,9939,23.9,4.33,warm,bright_band
HZL,2026-02-19 07:15,2026-02-19,0.01,200.0,7429,KBGM,beam_in_cloud,35.6,33.8,1.25,1.09,4.04,7894,13.5,2.2,warm,bright_band
N79,2026-02-19 07:15,2026-02-19,0.06,,5431,KDIX,no_ceiling,38.3,38.3,1.25,3.05,,7894,13.5,2.2,warm,below_freeze
HZL,2026-02-19 07:35,2026-02-19,0.01,200.0,7429,KBGM,beam_in_cloud,35.6,33.8,1.0,1.09,4.04,7894,13.5,2.2,warm,bright_band
ZER,2026-02-19 07:35,2026-02-19,0.04,100.0,8582,KCCX,beam_in_cloud,33.8,33.8,0.25,-1.59,3.88,7894,13.5,2.2,mixed,above_freeze
N79,2026-02-19 07:35,2026-02-19,0.07,,5431,KDIX,no_ceiling,38.0,38.0,2.0,3.05,,7894,13.5,2.2,warm,below_freeze
HZL,2026-02-19 07:55,2026-02-19,0.01,200.0,7429,KBGM,beam_in_cloud,35.6,33.8,1.0,1.09,4.04,7894,13.5,2.2,warm,bright_band
ZER,2026-02-19 07:55,2026-02-19,0.05,300.0,8582,KCCX,beam_in_cloud,33.8,33.8,0.5,-1.59,4.18,7894,13.5,2.2,mixed,above_freeze
ZER,2026-02-19 08:15,2026-02-19,0.01,300.0,8582,KCCX,beam_in_cloud,33.8,33.8,0.75,-1.59,4.18,7894,13.5,2.2,mixed,above_freeze
RDG,2026-02-19 08:35,2026-02-19,0.07,1700.0,7642,KDIX,beam_in_cloud,38.0,35.0,1.25,0.59,12.41,7894,13.5,2.2,warm,bright_band
ZER,2026-02-19 08:35,2026-02-19,0.01,100.0,8582,KCCX,beam_in_cloud,33.8,33.8,0.25,-1.59,3.88,7894,13.5,2.2,mixed,above_freeze
RDG,2026-02-19 08:46,2026-02-19,0.11,,7642,KDIX,no_ceiling,38.0,36.0,1.0,0.59,,7894,13.5,2.2,warm,bright_band
RDG,2026-02-19 08:52,2026-02-19,0.11,900.0,7642,KDIX,beam_in_cloud,37.4,35.6,1.5,0.59,7.79,7894,13.5,2.2,warm,bright_band
RDG,2026-02-19 08:54,2026-02-19,0.11,900.0,7642,KDIX,beam_in_cloud,38.0,35.0,1.5,0.59,7.79,7894,13.5,2.2,warm,bright_band
ZER,2026-02-19 08:55,2026-02-19,0.01,100.0,8582,KCCX,beam_in_cloud,33.8,33.8,0.25,-1.59,3.88,7894,13.5,2.2,mixed,above_freeze
THV,2026-02-19 19:29,2026-02-19,0.01,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,3.0,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 19:49,2026-02-19,0.02,500.0,5874,KLWX,beam_in_cloud,37.4,37.4,2.5,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 19:53,2026-02-19,0.02,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 20:02,2026-02-19,0.01,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,3.0,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 20:16,2026-02-19,0.02,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.0,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 20:28,2026-02-19,0.05,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 20:38,2026-02-19,0.06,700.0,5874,KLWX,beam_in_cloud,38.0,37.0,3.0,1.78,5.6,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 20:53,2026-02-19,0.08,1000.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,8.35,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 21:03,2026-02-19,0.01,700.0,5874,KLWX,beam_in_cloud,38.0,37.0,1.75,1.78,5.6,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 21:06,2026-02-19,0.02,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.0,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 21:38,2026-02-19,0.06,500.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,4.44,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 21:53,2026-02-19,0.06,700.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,5.6,7894,13.5,2.2,warm,below_freeze
LNS,2026-02-19 21:53,2026-02-19,0.02,1300.0,9420,KDIX,beam_in_cloud,36.0,35.0,2.0,-2.36,12.61,7894,13.5,2.2,mixed,above_freeze
CXY,2026-02-19 21:56,2026-02-19,0.01,600.0,8413,KLWX,beam_in_cloud,38.0,36.0,1.0,-1.22,4.57,7894,13.5,2.2,mixed,above_freeze
THV,2026-02-19 22:03,2026-02-19,0.02,1600.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.0,1.78,12.67,7894,13.5,2.2,warm,below_freeze
MDT,2026-02-19 22:20,2026-02-19,0.02,1000.0,8493,KLWX,beam_in_cloud,36.0,35.0,2.5,-1.41,8.35,7894,13.5,2.2,mixed,above_freeze
THV,2026-02-19 22:24,2026-02-19,0.05,1500.0,5874,KLWX,beam_in_cloud,38.0,37.0,1.5,1.78,12.92,7894,13.5,2.2,warm,below_freeze
MDT,2026-02-19 22:28,2026-02-19,0.03,1000.0,8493,KLWX,beam_in_cloud,37.0,36.0,1.0,-1.41,8.35,7894,13.5,2.2,mixed,above_freeze
THV,2026-02-19 22:36,2026-02-19,0.09,1400.0,5874,KLWX,beam_in_cloud,38.0,37.0,1.5,1.78,12.84,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 22:43,2026-02-19,0.09,400.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.0,1.78,4.31,7894,13.5,2.2,warm,below_freeze
THV,2026-02-19 22:53,2026-02-19,0.1,400.0,5874,KLWX,beam_in_cloud,38.0,37.0,2.5,1.78,4.31,7894,13.5,2.2,warm,below_freeze
LNS,2026-02-19 22:53,2026-02-19,0.02,,9420,KDIX,no_ceiling,36.0,35.0,4.0,-2.36,,7894,13.5,2.2,mixed,above_freeze
CXY,2026-02-19 22:56,2026-02-19,0.11,800.0,8413,KLWX,beam_in_cloud,37.0,36.0,1.0,-1.22,7.23,7894,13.5,2.2,mixed,above_freeze
MDT,2026-02-19 22:56,2026-02-19,0.13,1200.0,8493,KLWX,beam_in_cloud,37.0,36.0,1.0,-1.41,11.82,7894,13.5,2.2,mixed,above_freeze
LNS,2026-02-19 23:05,2026-02-19,0.03,2000.0,9420,KDIX,beam_in_cloud,35.0,34.0,3.0,-2.36,11.65,7894,13.5,2.2,mixed,above_freeze
LNS,2026-02-19 23:10,2026-02-19,0.04,5000.0,9420,KDIX,beam_in_cloud,35.0,34.0,3.0,-2.36,4.29,7894,13.5,2.2,mixed,above_freeze
LNS,2026-02-19 23:34,2026-02-19,0.07,1900.0,9420,KDIX,beam_in_cloud,36.0,35.0,5.0,-2.36,11.9,7894,13.5,2.2,mixed,above_freeze
LNS,2026-02-19 23:53,2026-02-19,0.07,2000.0,9420,KDIX,beam_in_cloud,36.0,35.0,6.0,-2.36,11.65,7894,13.5,2.2,mixed,above_freeze
CXY,2026-02-19 23:56,2026-02-19,0.03,1000.0,8413,KLWX,beam_in_cloud,37.0,36.0,2.0,-1.22,8.35,7894,13.5,2.2,mixed,above_freeze
MDT,2026-02-19 23:56,2026-02-19,0.02,1600.0,8493,KLWX,beam_in_cloud,37.0,36.0,1.0,-1.41,12.67,7894,13.5,2.2,mixed,above_freeze
CXY,2026-02-19 23:59,2026-02-19,0.01,1600.0,8413,KLWX,beam_in_cloud,37.0,36.0,3.0,-1.22,12.67,7894,13.5,2.2,mixed,above_freeze
CXY,2026-02-20 00:06,2026-02-20,0.01,1600.0,8413,KLWX,beam_in_cloud,37.0,36.0,2.0,-0.41,3.6,8013,23.6,2.3,mixed,above_freeze
MDT,2026-02-20 00:16,2026-02-20,0.03,4400.0,8493,KLWX,beam_in_cloud,36.0,35.0,1.0,-0.49,3.04,8013,23.6,2.3,mixed,above_freeze
CXY,2026-02-20 00:34,2026-02-20,0.02,500.0,8413,KLWX,beam_in_cloud,37.0,36.0,2.0,-0.41,4.15,8013,23.6,2.3,mixed,above_freeze
MDT,2026-02-20 00:38,2026-02-20,0.04,1700.0,8493,KLWX,beam_in_cloud,36.0,35.0,1.0,-0.49,4.41,8013,23.6,2.3,mixed,above_freeze
SEG,2026-02-20 00:53,2026-02-20,0.01,1300.0,6608,KCCX,beam_in_cloud,37.0,35.0,6.0,1.42,3.0,8013,23.6,2.3,warm,bright_band
LNS,2026-02-20 00:53,2026-02-20,0.04,2000.0,9420,KDIX,beam_in_cloud,35.0,35.0,5.0,-1.42,4.73,8013,23.6,2.3,mixed,above_freeze
CXY,2026-02-20 00:56,2026-02-20,0.02,500.0,8413,KLWX,beam_in_cloud,36.0,35.0,2.0,-0.41,4.15,8013,23.6,2.3,mixed,above_freeze
MDT,2026-02-20 00:56,2026-02-20,0.04,1700.0,8493,KLWX,beam_in_cloud,36.0,36.0,1.0,-0.49,4.41,8013,23.6,2.3,mixed,above_freeze
THV,2026-02-20 03:25,2026-02-20,0.01,700.0,5874,KLWX,beam_in_cloud,37.0,36.0,3.0,2.16,3.66,8013,23.6,2.3,warm,below_freeze
THV,2026-02-20 03:51,2026-02-20,0.01,500.0,5874,KLWX,beam_in_cloud,37.4,35.6,2.5,2.16,4.15,8013,23.6,2.3,warm,below_freeze
THV,2026-02-20 03:53,2026-02-20,0.01,500.0,5874,KLWX,beam_in_cloud,37.0,36.0,2.5,2.16,4.15,8013,23.6,2.3,warm,below_freeze
CXY,2026-02-20 03:56,2026-02-20,0.01,800.0,8413,KLWX,beam_in_cloud,36.0,34.0,7.0,-0.41,3.41,8013,23.6,2.3,mixed,above_freeze
SEG,2026-02-20 08:53,2026-02-20,0.02,700.0,6608,KCCX,beam_in_cloud,36.0,35.0,2.5,4.8,2.49,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 08:53,2026-02-20,0.02,,5874,KLWX,no_ceiling,35.0,34.0,0.75,5.97,,9139,27.5,1.69,warm,below_freeze
CXY,2026-02-20 08:56,2026-02-20,0.01,300.0,8413,KLWX,beam_in_cloud,35.0,34.0,2.0,1.52,3.35,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 08:56,2026-02-20,0.01,400.0,8493,KLWX,beam_in_cloud,35.0,35.0,1.75,1.32,3.14,9139,27.5,1.69,warm,bright_band
SEG,2026-02-20 09:02,2026-02-20,0.03,700.0,6608,KCCX,beam_in_cloud,36.0,35.0,3.0,4.8,2.49,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 09:02,2026-02-20,0.02,200.0,5874,KLWX,beam_in_cloud,35.0,34.0,1.0,5.97,3.57,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 09:09,2026-02-20,0.06,200.0,5874,KLWX,beam_in_cloud,35.0,34.0,1.25,5.97,3.57,9139,27.5,1.69,warm,below_freeze
MDT,2026-02-20 09:16,2026-02-20,0.04,600.0,8493,KLWX,beam_in_cloud,36.0,35.0,2.0,1.32,2.71,9139,27.5,1.69,warm,bright_band
THV,2026-02-20 09:22,2026-02-20,0.08,200.0,5874,KLWX,beam_in_cloud,35.0,35.0,2.5,5.97,3.57,9139,27.5,1.69,warm,below_freeze
SEG,2026-02-20 09:29,2026-02-20,0.07,1000.0,6608,KCCX,beam_in_cloud,37.0,35.0,5.0,4.8,1.83,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 09:34,2026-02-20,0.1,300.0,5874,KLWX,beam_in_cloud,35.0,34.0,3.0,5.97,3.35,9139,27.5,1.69,warm,below_freeze
N79,2026-02-20 09:35,2026-02-20,0.04,,5431,KDIX,no_ceiling,36.0,36.0,7.0,6.47,,9139,27.5,1.69,warm,below_freeze
RDG,2026-02-20 09:40,2026-02-20,0.03,1000.0,7642,KDIX,beam_in_cloud,38.0,35.0,2.5,2.85,1.83,9139,27.5,1.69,warm,bright_band
CXY,2026-02-20 09:44,2026-02-20,0.18,400.0,8413,KLWX,beam_in_cloud,35.0,34.0,3.0,1.52,3.14,9139,27.5,1.69,warm,bright_band
SEG,2026-02-20 09:53,2026-02-20,0.11,1200.0,6608,KCCX,beam_in_cloud,37.0,35.0,5.0,4.8,1.38,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 09:53,2026-02-20,0.15,300.0,5874,KLWX,beam_in_cloud,35.0,34.0,3.0,5.97,3.35,9139,27.5,1.69,warm,below_freeze
LNS,2026-02-20 09:53,2026-02-20,0.09,700.0,9420,KDIX,beam_in_cloud,35.0,34.0,4.0,-0.44,2.49,9139,27.5,1.69,mixed,above_freeze
RDG,2026-02-20 09:54,2026-02-20,0.09,1000.0,7642,KDIX,beam_in_cloud,38.0,34.0,2.5,2.85,1.83,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 09:55,2026-02-20,0.03,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
N79,2026-02-20 09:55,2026-02-20,0.01,,5431,KDIX,no_ceiling,35.8,35.8,7.0,6.47,,9139,27.5,1.69,warm,below_freeze
MUI,2026-02-20 09:55,2026-02-20,0.14,400.0,9189,KCCX,beam_in_cloud,35.4,35.0,3.0,-0.08,3.14,9139,27.5,1.69,mixed,above_freeze
CXY,2026-02-20 09:56,2026-02-20,0.23,500.0,8413,KLWX,beam_in_cloud,36.0,35.0,4.0,1.52,2.92,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 09:56,2026-02-20,0.25,800.0,8493,KLWX,beam_in_cloud,36.0,35.0,3.0,1.32,2.27,9139,27.5,1.69,warm,bright_band
RDG,2026-02-20 10:03,2026-02-20,0.02,1000.0,7642,KDIX,beam_in_cloud,38.0,34.0,3.0,2.85,1.83,9139,27.5,1.69,warm,bright_band
THV,2026-02-20 10:09,2026-02-20,0.08,300.0,5874,KLWX,beam_in_cloud,35.0,35.0,2.0,5.97,3.35,9139,27.5,1.69,warm,below_freeze
HZL,2026-02-20 10:15,2026-02-20,0.01,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,5.0,3.25,3.35,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 10:15,2026-02-20,0.04,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
N79,2026-02-20 10:15,2026-02-20,0.05,,5431,KDIX,no_ceiling,36.0,36.0,8.0,6.47,,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 10:16,2026-02-20,0.1,500.0,5874,KLWX,beam_in_cloud,35.0,35.0,2.5,5.97,2.92,9139,27.5,1.69,warm,below_freeze
RDG,2026-02-20 10:25,2026-02-20,0.09,1100.0,7642,KDIX,beam_in_cloud,38.0,35.0,2.5,2.85,1.6,9139,27.5,1.69,warm,bright_band
THV,2026-02-20 10:25,2026-02-20,0.12,500.0,5874,KLWX,beam_in_cloud,36.0,35.0,3.0,5.97,2.92,9139,27.5,1.69,warm,below_freeze
HZL,2026-02-20 10:35,2026-02-20,0.03,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,5.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
N79,2026-02-20 10:35,2026-02-20,0.08,,5431,KDIX,no_ceiling,36.0,36.0,8.0,6.47,,9139,27.5,1.69,warm,below_freeze
ZER,2026-02-20 10:37,2026-02-20,0.09,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
RDG,2026-02-20 10:51,2026-02-20,0.18,1100.0,7642,KDIX,beam_in_cloud,35.6,33.8,1.75,2.85,1.6,9139,27.5,1.69,warm,bright_band
SEG,2026-02-20 10:53,2026-02-20,0.08,1500.0,6608,KCCX,beam_in_cloud,37.0,34.0,10.0,4.8,1.08,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 10:53,2026-02-20,0.19,500.0,5874,KLWX,beam_in_cloud,36.0,35.0,3.0,5.97,2.92,9139,27.5,1.69,warm,below_freeze
LNS,2026-02-20 10:53,2026-02-20,0.13,800.0,9420,KDIX,beam_in_cloud,35.0,34.0,6.0,-0.44,2.27,9139,27.5,1.69,mixed,above_freeze
RDG,2026-02-20 10:54,2026-02-20,0.2,1100.0,7642,KDIX,beam_in_cloud,36.0,34.0,1.75,2.85,1.6,9139,27.5,1.69,warm,bright_band
HZL,2026-02-20 10:55,2026-02-20,0.05,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,5.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 10:55,2026-02-20,0.12,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
MUI,2026-02-20 10:55,2026-02-20,0.2,500.0,9189,KCCX,beam_in_cloud,35.8,35.0,7.0,-0.08,2.92,9139,27.5,1.69,mixed,above_freeze
CXY,2026-02-20 10:56,2026-02-20,0.08,900.0,8413,KLWX,beam_in_cloud,36.0,34.0,8.0,1.52,2.05,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 10:56,2026-02-20,0.12,800.0,8493,KLWX,beam_in_cloud,35.0,34.0,5.0,1.32,2.27,9139,27.5,1.69,warm,bright_band
LNS,2026-02-20 11:05,2026-02-20,0.02,1000.0,9420,KDIX,beam_in_cloud,35.0,34.0,6.0,-0.44,1.83,9139,27.5,1.69,mixed,above_freeze
RDG,2026-02-20 11:09,2026-02-20,0.04,1000.0,7642,KDIX,beam_in_cloud,37.0,34.0,2.0,2.85,1.83,9139,27.5,1.69,warm,bright_band
THV,2026-02-20 11:15,2026-02-20,0.01,700.0,5874,KLWX,beam_in_cloud,36.0,35.0,4.0,5.97,2.49,9139,27.5,1.69,warm,below_freeze
HZL,2026-02-20 11:15,2026-02-20,0.02,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,5.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 11:15,2026-02-20,0.01,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
N79,2026-02-20 11:15,2026-02-20,0.01,,5431,KDIX,no_ceiling,37.0,36.3,10.0,6.47,,9139,27.5,1.69,warm,below_freeze
HZL,2026-02-20 11:35,2026-02-20,0.03,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 11:35,2026-02-20,0.01,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
N79,2026-02-20 11:35,2026-02-20,0.01,,5431,KDIX,no_ceiling,37.0,36.5,10.0,6.47,,9139,27.5,1.69,warm,below_freeze
THV,2026-02-20 11:53,2026-02-20,0.07,600.0,5874,KLWX,beam_in_cloud,36.0,35.0,4.0,5.97,2.71,9139,27.5,1.69,warm,below_freeze
LNS,2026-02-20 11:53,2026-02-20,0.06,1100.0,9420,KDIX,beam_in_cloud,35.0,34.0,6.0,-0.44,1.6,9139,27.5,1.69,mixed,above_freeze
RDG,2026-02-20 11:54,2026-02-20,0.11,1000.0,7642,KDIX,beam_in_cloud,37.0,34.0,2.5,2.85,1.83,9139,27.5,1.69,warm,bright_band
HZL,2026-02-20 11:55,2026-02-20,0.03,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
ZER,2026-02-20 11:55,2026-02-20,0.01,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,1.09,3.78,9139,27.5,1.69,warm,bright_band
CXY,2026-02-20 11:56,2026-02-20,0.09,600.0,8413,KLWX,beam_in_cloud,36.0,35.0,4.0,1.52,2.71,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 11:56,2026-02-20,0.08,700.0,8493,KLWX,beam_in_cloud,35.0,34.0,3.0,1.32,2.49,9139,27.5,1.69,warm,bright_band
HZL,2026-02-20 12:15,2026-02-20,0.01,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,10.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
THV,2026-02-20 12:18,2026-02-20,0.07,500.0,5874,KLWX,beam_in_cloud,36.0,35.0,3.0,5.97,2.92,9139,27.5,1.69,warm,below_freeze
CXY,2026-02-20 12:18,2026-02-20,0.05,2800.0,8413,KLWX,beam_in_cloud,36.0,35.0,5.0,1.52,3.69,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 12:31,2026-02-20,0.1,4400.0,8493,KLWX,beam_in_cloud,36.0,35.0,3.0,1.32,5.27,9139,27.5,1.69,warm,bright_band
CXY,2026-02-20 12:33,2026-02-20,0.08,700.0,8413,KLWX,beam_in_cloud,36.0,35.0,4.0,1.52,2.49,9139,27.5,1.69,warm,bright_band
HZL,2026-02-20 12:35,2026-02-20,0.01,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,10.0,3.25,2.92,9139,27.5,1.69,warm,bright_band
MDT,2026-02-20 12:49,2026-02-20,0.12,800.0,8493,KLWX,beam_in_cloud,36.0,36.0,5.0,1.32,2.27,9139,27.5,1.69,warm,bright_band
